id,date,type,lat,lng,district,severity
46,2024-10-17,Robbery,13.063948313886181,80.25847924492003,Chennai,5
47,2025-11-22,Theft,13.160886039821166,80.3358848115058,Chennai,2
48,2025-03-02,Drug Trafficking,17.337366747437127,78.57712013653043,Hyderabad,5
49,2025-07-01,Cyber Crime,12.872219482365347,77.61832174823112,Bangalore,4
50,2024-08-02,Drug Trafficking,13.047817435442646,77.63377905279837,Bangalore,5
51,2025-09-20,Burglary,12.886743294051634,77.58853530383777,Bangalore,3
52,2025-02-18,Theft,18.44923124590187,73.83230630653304,Pune,2
53,2025-02-10,Assault,18.518191633441695,73.871890334074,Pune,4
54,2025-04-02,Theft,13.091362469267581,80.24604663604075,Chennai,2
55,2025-08-01,Assault,22.57061304863852,88.36679327532994,Kolkata,4
56,2026-03-15,Cyber Crime,13.042696431039356,80.22232512467153,Chennai,4
57,2025-02-06,Cyber Crime,17.464111936207683,78.53027833851142,Hyderabad,4
58,2025-12-21,Cyber Crime,22.564651226447584,88.32952298827503,Kolkata,4
59,2025-06-01,Theft,12.935434273787097,77.4952265956102,Bangalore,2
60,2025-11-04,Cyber Crime,13.035663527614963,80.34741087015074,Chennai,4
61,2025-04-06,Cyber Crime,22.949241387518814,72.51254958587933,Ahmedabad,4
62,2025-08-17,Drug Trafficking,17.365644795253367,78.42717619277013,Hyderabad,5
63,2024-08-29,Burglary,22.602972815737427,88.33177857269742,Kolkata,3
64,2024-12-03,Theft,17.38041015408552,78.58354995473712,Hyderabad,2
65,2024-09-05,Theft,23.002895455577114,72.56957619571284,Ahmedabad,2
66,2024-12-25,Burglary,22.571893542983652,88.32887788543947,Kolkata,3
67,2024-08-17,Theft,12.99454086500176,80.21092481998033,Chennai,2
68,2026-03-14,Vandalism,23.020780785422577,72.50500781261704,Ahmedabad,2
69,2024-05-16,Extortion,17.39343388191716,78.5238300662059,Hyderabad,4
70,2024-07-26,Extortion,23.045161904311538,72.55759082198111,Ahmedabad,4
71,2024-06-27,Robbery,28.635231740157266,77.25525479246686,Delhi (NCR),5
72,2024-05-07,Vandalism,13.107051932102808,80.29207030643818,Chennai,2
73,2026-02-07,Vandalism,22.60608091198082,88.44216866525197,Kolkata,2
74,2024-10-13,Assault,18.533080219294735,73.9529188307883,Pune,4
75,2024-11-06,Drug Trafficking,17.28832950913145,78.49783949613105,Hyderabad,5
76,2025-06-24,Assault,22.62266575160342,88.32159114946592,Kolkata,4
77,2025-01-08,Theft,13.092445787279255,80.26870925254352,Chennai,2
78,2026-03-09,Vandalism,23.121748646034515,72.48379973226399,Ahmedabad,2
79,2026-01-10,Cyber Crime,28.65930704222145,77.20587264991958,Delhi (NCR),4
80,2025-04-13,Drug Trafficking,18.534522306326355,73.80658237611065,Pune,5
81,2025-02-27,Extortion,22.99319987889116,72.58296535447613,Ahmedabad,4
82,2024-07-19,Robbery,12.87830756040629,77.55890321166213,Bangalore,5
83,2024-11-13,Robbery,28.625879260526748,77.27417432076113,Delhi (NCR),5
84,2025-09-26,Cyber Crime,12.982775213856307,77.62286298747283,Bangalore,4
85,2025-04-11,Drug Trafficking,13.151561264114733,80.2640768388032,Chennai,5
86,2024-07-03,Robbery,19.109693142064224,72.9224336527593,Mumbai,5
87,2024-11-06,Assault,13.133876385380898,80.18318187842871,Chennai,4
88,2025-02-23,Robbery,13.034336973053694,77.63513990949508,Bangalore,5
89,2025-08-29,Assault,22.564350015326443,88.32886555874494,Kolkata,4
90,2024-12-08,Extortion,13.137170634586152,80.33605482159432,Chennai,4
91,2025-11-17,Theft,12.965340788613574,77.68574269099318,Bangalore,2
92,2024-10-23,Extortion,22.97179315365064,72.50411102646201,Ahmedabad,4
93,2025-03-31,Drug Trafficking,19.0859847976309,72.97232379694248,Mumbai,5
94,2025-07-23,Assault,23.08039171984109,72.61725650627524,Ahmedabad,4
95,2024-12-18,Drug Trafficking,22.963024708436507,72.59907844957024,Ahmedabad,5
96,2025-04-12,Theft,23.05284855439317,72.63726412188635,Ahmedabad,2
97,2025-10-20,Assault,17.466414044493504,78.50780248343118,Hyderabad,4
98,2024-06-09,Burglary,22.53029199061899,88.3960279916335,Kolkata,3
99,2024-10-05,Burglary,17.42335397860714,78.41470387782857,Hyderabad,3
100,2025-09-11,Assault,23.07794715493102,72.48585102588741,Ahmedabad,4
101,2026-01-29,Robbery,12.98589763454455,77.51440972280422,Bangalore,5
102,2024-11-02,Drug Trafficking,18.991359257558308,72.79945137693943,Mumbai,5
103,2024-05-03,Robbery,13.092604840554193,80.33940966541651,Chennai,5
104,2025-02-21,Robbery,28.69892012900272,77.16694727489302,Delhi (NCR),5
105,2025-10-14,Vandalism,12.997193892288545,77.51947991155957,Bangalore,2
106,2025-07-12,Extortion,13.099632680016661,80.36491981725179,Chennai,4
107,2025-02-23,Assault,28.639574759173446,77.13290965413498,Delhi (NCR),4
108,2024-06-04,Drug Trafficking,17.33448102521251,78.38795894322432,Hyderabad,5
109,2024-05-09,Theft,17.45219742276498,78.50428630922337,Hyderabad,2
110,2025-09-10,Vandalism,23.017496336319805,72.59045003717576,Ahmedabad,2
111,2025-10-27,Burglary,22.510220142341364,88.31105201219243,Kolkata,3
112,2026-04-14,Assault,18.47227763964248,73.79993581041056,Pune,4
113,2024-09-28,Cyber Crime,17.32366188854639,78.4912743959113,Hyderabad,4
114,2025-03-13,Extortion,22.616767874883323,88.45953555076095,Kolkata,4
115,2026-02-11,Assault,13.03464251673511,80.20373187678253,Chennai,4
116,2025-07-25,Burglary,13.16339105872547,80.27195475387693,Chennai,3
117,2025-11-25,Theft,22.999707869521675,72.5439933601864,Ahmedabad,2
118,2025-10-03,Assault,22.49552224353193,88.40045158322343,Kolkata,4
119,2024-04-27,Burglary,22.608482350987284,88.32137079006189,Kolkata,3
120,2025-03-27,Drug Trafficking,13.052294731363615,80.22930712039154,Chennai,5
121,2025-02-20,Vandalism,12.974528613679569,77.49782773539062,Bangalore,2
122,2025-05-10,Burglary,22.534787046270807,88.2701518611509,Kolkata,3
123,2025-06-12,Robbery,18.551341146916897,73.93891767256967,Pune,5
124,2025-07-03,Vandalism,22.672019534348845,88.26501678748069,Kolkata,2
125,2024-05-14,Burglary,13.131405168221717,80.30480082682628,Chennai,3
126,2025-02-02,Robbery,18.599883329028017,73.80925651090078,Pune,5
127,2024-05-24,Assault,17.396115676225758,78.39750171441396,Hyderabad,4
128,2025-04-01,Vandalism,12.960394351724325,77.6384865006164,Bangalore,2
129,2025-05-21,Assault,22.50346549956534,88.35759615279906,Kolkata,4
130,2024-10-04,Burglary,12.922100490117456,77.62117646303341,Bangalore,3
131,2024-06-26,Assault,13.039397022614365,80.30603243768712,Chennai,4
132,2025-10-16,Extortion,19.057467360327298,72.92632795293794,Mumbai,4
133,2024-05-18,Theft,12.937198138430585,77.54099128225117,Bangalore,2
134,2025-10-18,Vandalism,28.64417856321819,77.23311262286312,Delhi (NCR),2
135,2025-10-01,Extortion,13.112386031645876,80.22566409051014,Chennai,4
136,2026-04-09,Vandalism,18.49958969915364,73.84703435683436,Pune,2
137,2024-06-16,Drug Trafficking,22.92724260971592,72.57881787731985,Ahmedabad,5
138,2025-01-14,Assault,18.50879417363759,73.93955492979163,Pune,4
139,2025-09-01,Theft,19.12017706600093,72.86205253573338,Mumbai,2
140,2025-11-10,Burglary,18.54621414149052,73.7684823334407,Pune,3
141,2025-10-04,Assault,19.1750201301456,72.83362592955986,Mumbai,4
142,2026-04-17,Assault,13.150325730699803,80.2372798823051,Chennai,4
143,2024-08-09,Theft,18.998941262047666,72.79840074210817,Mumbai,2
144,2025-03-28,Extortion,18.617805178681785,73.82518112002043,Pune,4
145,2025-02-26,Theft,13.037858796904986,80.34894439192,Chennai,2
146,2024-06-08,Extortion,22.61018522394642,88.45617866280462,Kolkata,4
147,2025-04-23,Drug Trafficking,19.08953385453619,72.7849990970535,Mumbai,5
148,2026-01-03,Theft,19.023332101453565,72.96554684644246,Mumbai,2
149,2024-11-25,Burglary,28.70540631717451,77.1206921104803,Delhi (NCR),3
150,2025-03-05,Robbery,28.563056424844373,77.15947271501682,Delhi (NCR),5
151,2025-11-15,Drug Trafficking,12.992223249575186,77.51645731561142,Bangalore,5
152,2026-04-20,Drug Trafficking,17.41822431994811,78.53237899238286,Hyderabad,5
153,2025-04-22,Assault,22.97702015158843,72.49946132552473,Ahmedabad,4
154,2025-02-01,Drug Trafficking,12.945572940712342,77.64316272165685,Bangalore,5
155,2026-03-31,Robbery,23.092365535817272,72.54250965073528,Ahmedabad,5
156,2025-06-30,Drug Trafficking,19.12134835297166,72.8642284207809,Mumbai,5
157,2024-09-08,Theft,12.95345313185862,77.57871669837338,Bangalore,2
158,2026-03-06,Cyber Crime,17.30419511901853,78.4783452137498,Hyderabad,4
159,2025-03-24,Drug Trafficking,12.919011411384757,77.52009242394755,Bangalore,5
160,2025-08-19,Vandalism,17.299523053244727,78.56281550082826,Hyderabad,2
161,2025-07-22,Vandalism,28.56268629976184,77.21451512726557,Delhi (NCR),2
162,2026-02-06,Assault,22.573114410510236,88.35831029484663,Kolkata,4
163,2025-11-01,Robbery,12.986642266307449,77.61630802089387,Bangalore,5
164,2024-09-01,Extortion,19.044638098203624,72.91957498292462,Mumbai,4
165,2025-01-02,Burglary,23.115843066201606,72.54771108445269,Ahmedabad,3
166,2026-01-15,Burglary,22.494205087749805,88.3554903126162,Kolkata,3
167,2025-11-03,Burglary,22.511100218775358,88.41673061733674,Kolkata,3
168,2024-08-22,Assault,13.013608409699529,80.36069142502183,Chennai,4
169,2026-01-27,Burglary,17.428467038436477,78.40237475704969,Hyderabad,3
170,2025-04-03,Drug Trafficking,12.944852089781905,77.58591791398452,Bangalore,5
171,2024-07-16,Drug Trafficking,22.979704029252407,72.47176052760399,Ahmedabad,5
172,2025-06-26,Burglary,18.976921830846955,72.97349650506203,Mumbai,3
173,2025-04-19,Vandalism,22.525184789090382,88.34153721283622,Kolkata,2
174,2025-09-05,Extortion,22.623634845112797,88.26633597429051,Kolkata,4
175,2026-03-02,Assault,28.542253201852297,77.19008650266956,Delhi (NCR),4
176,2025-02-25,Drug Trafficking,23.03083340958915,72.5371286421055,Ahmedabad,5
177,2026-01-05,Vandalism,18.44831911810409,73.83187368286926,Pune,2
178,2025-09-29,Cyber Crime,17.298558080680245,78.50299431716509,Hyderabad,4
179,2024-11-18,Extortion,19.156409021035472,72.83947077983022,Mumbai,4
180,2024-07-11,Extortion,17.356295019511506,78.46862753338816,Hyderabad,4
181,2025-07-30,Cyber Crime,17.42868434373711,78.55960763333644,Hyderabad,4
182,2025-07-03,Burglary,22.513111101598454,88.42307770025351,Kolkata,3
183,2024-08-27,Assault,12.989123985692363,77.55079635382782,Bangalore,4
184,2025-10-19,Theft,19.063890693828704,72.81384652878843,Mumbai,2
185,2024-06-17,Vandalism,18.612309125728498,73.9249545824898,Pune,2
186,2024-05-14,Robbery,18.47671825421459,73.91158285737873,Pune,5
187,2024-05-06,Vandalism,19.0324935776693,72.89725519359988,Mumbai,2
188,2025-10-24,Drug Trafficking,18.434201645452728,73.81452381348171,Pune,5
189,2025-05-27,Assault,28.667247993355144,77.19519495786217,Delhi (NCR),4
190,2025-02-14,Drug Trafficking,18.619058261404145,73.83905998758256,Pune,5
191,2025-05-12,Robbery,28.56061000316147,77.25792534984893,Delhi (NCR),5
192,2025-10-03,Robbery,12.946437638702717,77.58090727189837,Bangalore,5
193,2026-03-16,Robbery,18.55806205125269,73.94580890180615,Pune,5
194,2025-08-07,Burglary,19.021332286637406,72.93342728368236,Mumbai,3
195,2025-01-10,Vandalism,12.892340777407156,77.59178420295416,Bangalore,2
196,2025-11-02,Cyber Crime,19.156477868769777,72.78293448792492,Mumbai,4
197,2025-04-20,Extortion,12.882129592789939,77.65103508771983,Bangalore,4
198,2024-09-25,Cyber Crime,28.582898906197453,77.19574739804276,Delhi (NCR),4
199,2026-01-23,Theft,13.046113562092938,77.5458052922514,Bangalore,2
200,2024-12-02,Assault,28.569418393741245,77.20783911737975,Delhi (NCR),4
201,2024-07-22,Extortion,23.047344976596058,72.54442854408624,Ahmedabad,4
202,2025-12-17,Vandalism,19.089213184649235,72.93368527975731,Mumbai,2
203,2024-10-24,Burglary,17.328744455724355,78.47987839146317,Hyderabad,3
204,2024-10-12,Drug Trafficking,28.52433567573385,77.1357513986239,Delhi (NCR),5
205,2025-07-21,Assault,28.6963420671714,77.15135408228093,Delhi (NCR),4
206,2026-01-28,Drug Trafficking,22.491514459159035,88.26446111403204,Kolkata,5
207,2026-02-17,Assault,13.022825984614032,77.6396891813308,Bangalore,4
208,2025-11-17,Burglary,22.490827175816673,88.269713750091,Kolkata,3
209,2024-12-06,Cyber Crime,22.591059822827173,88.43670495093446,Kolkata,4
210,2024-08-30,Burglary,12.983492341001513,77.66399444700271,Bangalore,3
211,2025-06-08,Cyber Crime,12.878145403556768,77.53628914610235,Bangalore,4
212,2026-03-02,Burglary,13.059070164102865,77.68754234095253,Bangalore,3
213,2026-01-24,Drug Trafficking,23.101369023047614,72.63974623707624,Ahmedabad,5
214,2026-01-02,Assault,19.100822003445682,72.79947998244371,Mumbai,4
215,2025-01-13,Cyber Crime,12.974092721501705,77.64975582290832,Bangalore,4
216,2024-11-23,Theft,19.132707375527612,72.87107763140412,Mumbai,2
217,2024-12-16,Robbery,12.91668180126435,77.52940981445548,Bangalore,5
218,2025-09-07,Assault,23.039676242811083,72.50872723197251,Ahmedabad,4
219,2026-03-22,Vandalism,17.421899460670033,78.39619493038963,Hyderabad,2
220,2025-11-15,Drug Trafficking,22.509793209443227,88.43239780529613,Kolkata,5
221,2025-04-21,Vandalism,28.698871827223087,77.12450742107298,Delhi (NCR),2
222,2024-09-12,Theft,22.51159317105926,88.46181554830197,Kolkata,2
223,2024-09-11,Assault,22.977056782326304,72.53504541374552,Ahmedabad,4
224,2025-04-16,Extortion,23.03799919022204,72.4792257915129,Ahmedabad,4
225,2025-02-19,Cyber Crime,19.046799002489973,72.92410923193256,Mumbai,4
226,2024-10-14,Extortion,13.043963205100484,80.32568031372537,Chennai,4
227,2025-09-02,Robbery,19.123234566977782,72.82566631138484,Mumbai,5
228,2025-06-27,Assault,22.58058962998486,88.4594882138677,Kolkata,4
229,2025-03-17,Drug Trafficking,18.428885934433815,73.83709745421719,Pune,5
230,2025-10-23,Extortion,17.321815515954043,78.50588571599206,Hyderabad,4
231,2024-06-11,Drug Trafficking,23.057070080657365,72.47258406714417,Ahmedabad,5
232,2024-04-29,Extortion,22.57683528756769,88.28464176003598,Kolkata,4
233,2025-02-18,Burglary,28.590686003886766,77.29019265518656,Delhi (NCR),3
234,2024-09-05,Theft,28.524097597542376,77.16556255115339,Delhi (NCR),2
235,2024-07-23,Cyber Crime,13.145165880321061,80.23134939834917,Chennai,4
236,2024-11-14,Assault,22.971987391980296,72.52666021326328,Ahmedabad,4
237,2025-01-03,Robbery,19.011079138846036,72.97173392496839,Mumbai,5
238,2024-10-22,Theft,13.065281345644744,77.62256738769072,Bangalore,2
239,2024-06-17,Drug Trafficking,13.17425037270121,80.36489536015428,Chennai,5
240,2025-08-21,Extortion,13.074272045217771,80.20200401893653,Chennai,4
241,2026-02-27,Robbery,22.602920216474338,88.41815050523998,Kolkata,5
242,2025-01-10,Assault,13.020782000976334,77.5479427186878,Bangalore,4
243,2024-04-27,Drug Trafficking,17.319679822865883,78.52062771070229,Hyderabad,5
244,2026-02-17,Burglary,28.573571734771004,77.17076338948782,Delhi (NCR),3
245,2026-03-05,Extortion,17.32087439362751,78.48000367174525,Hyderabad,4
246,2024-11-29,Cyber Crime,13.015771168945243,80.20255829331074,Chennai,4
247,2024-06-25,Assault,23.050933169991133,72.49216286081416,Ahmedabad,4
248,2024-08-17,Cyber Crime,28.676342053530867,77.25740034983473,Delhi (NCR),4
249,2024-09-13,Vandalism,22.94944919749496,72.63359743354593,Ahmedabad,2
250,2024-12-27,Theft,23.093033767211917,72.62338459776879,Ahmedabad,2
251,2024-11-15,Extortion,13.170491362861647,80.28761824330829,Chennai,4
252,2025-06-27,Extortion,22.533708801919204,88.40250833694002,Kolkata,4
253,2024-06-22,Assault,22.938315807450948,72.52459405501719,Ahmedabad,4
254,2026-02-15,Robbery,23.06456541391536,72.58899644418462,Ahmedabad,5
255,2025-04-13,Drug Trafficking,17.306178447373842,78.58297163727099,Hyderabad,5
256,2025-09-20,Burglary,17.473348470444886,78.38921995733932,Hyderabad,3
257,2025-01-19,Burglary,17.40755795987861,78.48489173117083,Hyderabad,3
258,2025-04-28,Extortion,28.534206799630404,77.18748328481112,Delhi (NCR),4
259,2024-12-06,Extortion,28.64130867020068,77.15213562811385,Delhi (NCR),4
260,2026-03-16,Cyber Crime,17.324711325983575,78.42349811155539,Hyderabad,4
261,2024-05-22,Drug Trafficking,28.568681564346356,77.20862146081112,Delhi (NCR),5
262,2024-08-11,Burglary,13.001687623299247,77.61348376328202,Bangalore,3
263,2024-07-11,Drug Trafficking,22.513484495416037,88.29902603650294,Kolkata,5
264,2025-02-09,Robbery,12.942139992508453,77.54954426281584,Bangalore,5
265,2025-08-03,Theft,17.403102057073287,78.38896425168932,Hyderabad,2
266,2024-06-28,Theft,22.64697779186366,88.37592958423163,Kolkata,2
267,2025-06-09,Vandalism,18.563861773573354,73.82943446311953,Pune,2
268,2024-07-22,Cyber Crime,28.557676448153742,77.15777356718995,Delhi (NCR),4
269,2024-11-14,Theft,22.948498208266283,72.5274282810719,Ahmedabad,2
270,2025-05-29,Theft,28.67886244761311,77.20554778726208,Delhi (NCR),2
271,2024-06-10,Theft,12.962520401937198,77.66449318665791,Bangalore,2
272,2025-03-12,Theft,13.17709495349031,80.25706630797845,Chennai,2
273,2024-07-30,Theft,18.545879474767727,73.79320268325907,Pune,2
274,2024-08-12,Vandalism,28.66366999880653,77.1973837768158,Delhi (NCR),2
275,2026-03-08,Vandalism,22.665291972311522,88.33939405257469,Kolkata,2
276,2025-05-14,Drug Trafficking,13.054388394245539,77.59864628919094,Bangalore,5
277,2026-03-06,Burglary,28.698506739681683,77.28693560841448,Delhi (NCR),3
278,2024-05-29,Vandalism,22.596316494391207,88.30858953914218,Kolkata,2
279,2025-03-24,Vandalism,23.105321816094044,72.55615256257641,Ahmedabad,2
280,2024-05-12,Vandalism,13.139571289801172,80.31842078757514,Chennai,2
281,2025-10-03,Cyber Crime,22.49955953197001,88.30726697297756,Kolkata,4
282,2024-11-18,Burglary,22.500501257042117,88.3229184012491,Kolkata,3
283,2024-11-12,Burglary,13.171277010585769,80.2550867007995,Chennai,3
284,2025-04-12,Vandalism,12.872066546927998,77.56218052766687,Bangalore,2
285,2025-11-17,Extortion,12.996898154250859,80.20074447872292,Chennai,4
286,2024-11-20,Extortion,22.956655930750312,72.51370339257207,Ahmedabad,4
287,2025-01-19,Theft,12.896729132467241,77.66412245201785,Bangalore,2
288,2026-01-22,Assault,18.6037428538269,73.89690489442457,Pune,4
289,2025-10-28,Extortion,12.955987906651734,77.54629591342028,Bangalore,4
290,2025-08-17,Theft,22.639588688900247,88.30943077200135,Kolkata,2
291,2024-10-31,Burglary,28.617933124136282,77.17639408038522,Delhi (NCR),3
292,2024-12-17,Cyber Crime,28.652520937311117,77.17888874101682,Delhi (NCR),4
293,2024-06-29,Cyber Crime,19.132906493753907,72.89089162670294,Mumbai,4
294,2025-11-09,Vandalism,18.5303687054312,73.8725758305458,Pune,2
295,2025-05-30,Vandalism,19.08534666652822,72.85415045505034,Mumbai,2
296,2024-11-19,Cyber Crime,18.476402715833913,73.81454110313383,Pune,4
297,2024-08-03,Assault,22.961752922180256,72.58027333194802,Ahmedabad,4
298,2025-11-06,Robbery,13.000055448766775,80.28028876525194,Chennai,5
299,2025-08-03,Cyber Crime,12.994238819823844,77.62771671156575,Bangalore,4
300,2025-07-28,Extortion,17.45074951932271,78.566179405217,Hyderabad,4
301,2026-04-26,Drug Trafficking,19.00799959451186,72.8330795747718,Mumbai,5
302,2025-12-09,Vandalism,22.572654167070805,88.39520845337185,Kolkata,2
303,2025-04-26,Robbery,18.433241256882944,73.92755501432566,Pune,5
304,2026-03-05,Drug Trafficking,22.644920476803552,88.28194664143714,Kolkata,5
305,2024-07-17,Burglary,22.486104497299536,88.30617684673119,Kolkata,3
306,2026-04-15,Extortion,19.057637758840617,72.9131666047592,Mumbai,4
307,2025-10-05,Theft,18.572505770612832,73.95652412345086,Pune,2
308,2025-03-28,Extortion,22.941162583453085,72.53731865339707,Ahmedabad,4
309,2024-05-20,Theft,28.615311251007594,77.15764591891691,Delhi (NCR),2
310,2025-10-14,Vandalism,18.576105214939385,73.86839428244485,Pune,2
311,2025-11-10,Assault,28.60675237847044,77.25681365345162,Delhi (NCR),4
312,2025-03-30,Assault,23.03961962404915,72.51844469600924,Ahmedabad,4
313,2025-12-05,Vandalism,17.439966861406223,78.39222657323354,Hyderabad,2
314,2025-07-22,Assault,22.92796581236452,72.6567982644265,Ahmedabad,4
315,2024-11-22,Robbery,28.700457865314952,77.22472845228386,Delhi (NCR),5
316,2024-07-10,Extortion,13.001500767520756,80.3139763648368,Chennai,4
317,2025-03-16,Burglary,17.305878412257755,78.51692896056892,Hyderabad,3
318,2025-03-22,Extortion,13.145584341082227,80.31937116501379,Chennai,4
319,2025-08-13,Robbery,13.013843300418237,77.66449996646662,Bangalore,5
320,2024-09-24,Theft,12.893785558466892,77.56693808713335,Bangalore,2
321,2024-09-09,Vandalism,19.10185255478049,72.90793616077914,Mumbai,2
322,2024-06-18,Drug Trafficking,12.879009734342064,77.59423565980754,Bangalore,5
323,2024-12-10,Robbery,23.00155187843055,72.48485451063947,Ahmedabad,5
324,2025-09-26,Cyber Crime,12.9721452435488,77.5606853718051,Bangalore,4
325,2024-05-31,Extortion,28.569851358758033,77.19000397072635,Delhi (NCR),4
326,2025-09-12,Theft,22.540205613436186,88.35196319820903,Kolkata,2
327,2026-02-27,Assault,19.02335962843307,72.87621712475604,Mumbai,4
328,2025-07-30,Extortion,12.98936009763447,80.29471932272818,Chennai,4
329,2026-01-11,Assault,19.034904877661987,72.83848956447805,Mumbai,4
330,2026-02-14,Extortion,17.287147797471604,78.43122173227117,Hyderabad,4
331,2024-10-15,Theft,22.505494876689074,88.2642942287498,Kolkata,2
332,2026-04-25,Theft,18.57185793878404,73.7567375474549,Pune,2
333,2024-12-09,Theft,13.086227825338694,80.32514396169394,Chennai,2
334,2025-02-25,Robbery,19.13811255015257,72.94940256324725,Mumbai,5
335,2024-05-21,Burglary,17.3772816481058,78.4901446173854,Hyderabad,3
336,2025-08-22,Burglary,12.921854814484,77.61630499565288,Bangalore,3
337,2024-09-02,Robbery,22.58367526020978,88.31739609046745,Kolkata,5
338,2025-01-08,Vandalism,12.91408007630297,77.58924771313089,Bangalore,2
339,2024-10-09,Drug Trafficking,18.596868665463585,73.78670638774959,Pune,5
340,2025-01-17,Vandalism,18.477199006335397,73.92916568480672,Pune,2
341,2024-06-12,Assault,23.033944240584773,72.50162350229321,Ahmedabad,4
342,2025-05-08,Extortion,17.403673172187798,78.41060938738535,Hyderabad,4
343,2025-02-06,Burglary,28.664883554087442,77.1860300848484,Delhi (NCR),3
344,2024-12-15,Theft,18.55128675983248,73.91313712173061,Pune,2
345,2025-11-14,Robbery,28.658562652201837,77.26507602884676,Delhi (NCR),5
346,2025-09-14,Assault,17.29512680257461,78.54573606227912,Hyderabad,4
347,2025-04-14,Extortion,18.977000724602807,72.9327174276618,Mumbai,4
348,2025-01-25,Vandalism,23.044269692913915,72.5175382686185,Ahmedabad,2
349,2024-07-02,Assault,17.330870492855592,78.55356434329423,Hyderabad,4
350,2025-12-31,Assault,22.944558827756563,72.5560379593448,Ahmedabad,4
351,2025-03-10,Robbery,22.666464766437755,88.31095845705231,Kolkata,5
352,2026-04-11,Extortion,22.648741502778613,88.40204370000076,Kolkata,4
353,2025-08-29,Theft,23.03708553081257,72.66842912284612,Ahmedabad,2
354,2025-01-20,Extortion,18.53243488749977,73.80258051595865,Pune,4
355,2024-07-16,Theft,17.30208189429395,78.47981345784682,Hyderabad,2
356,2025-02-20,Theft,13.093849040372039,80.19209510201635,Chennai,2
357,2024-09-19,Cyber Crime,13.004731769684089,77.57662129432926,Bangalore,4
358,2024-07-14,Vandalism,18.54388040691437,73.79698962183869,Pune,2
